ID_occurrence	src.lang	fr1	KWIC.fr	fr2	lemma.fr	meaning.fr	es	form.fr	form.cs	form.en	form.es	form.it	form.pl	form.ru	dimension1	dimension2
249	cs	S' il n' y avait rien au-dessus des choses humaines et si les actes n' avaient d' autre portée que celle que leurs auteurs leur attribuent , la notion d' injustice serait légitime , et moi-même habilité à m' en servir , m'	étant	vu chassé d' une ferme d' État où j' avais travaillé avec ardeur .	être vu	cause	Si no hubiera nada por encima de lo humano y si las actitudes no tuvieran otro significado que el que le atribuyen quienes las adoptan , el concepto de «injusticia» estaría justificado y yo también podría hablar de injusticia por haber sido más o menos echado de la granja estatal en donde había trabajado con empeño .	part	VF.sub.adv	ing.ger	InfP	InfP	part	part	0.18273135186488093	0.33806734120467724
250	de	« C’ est bon » , ajouta -t-il en	repartant	, mais avant de prendre l’ escalier il se retourna encore une fois .	repartir	poster	Está bien –dijo , y siguió , pero antes de subir las escaleras , se volvió una vez más .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.1869699185413472	-0.5028369863528838
251	fr	"" Non "" , répondit bravement Passepartout , qui s' enfuit à son tour ,	laissant	l' énergumène prêcher dans le désert .	laisser	result	-No -respondió con valentía Picaporte , que huyó a su vez , dejando al energúmeno predicar en el desierto .	part	Cvb.ps.impf	ing.part	ger	ger	Cvb.ps.impf	Cvb.pt.pf	-0.10244125350590871	0.2720097671037845
253	cs	NA	Penchant	la tête en arrière , elle l' appuya sur la poitrine de Paul .	pencher	manner	Llevó también la cabeza hacia atrás , de modo que su nuca tocó el pecho de Paul .	part	VF.coord	VF.coord	VF.coord	VF.main	VF.coord	Cvb.pt.pf	0.35625207893070493	-0.24573317586594362
254	fr	Et ,	redoublant	de précaution , suivi de ses compagnons , il se glissa silencieusement à travers les grandes herbes .	redoubler	sim	Y redoblando las precauciones , seguido de sus compañeros , se deslizó silenciosamente a través de las altas hierbas .	part	adv	adv	ger	ger	Cvb.pt.pf	Cvb.pt.pf	0.0026519575783875717	0.22794083973679452
255	it	J’ ignorais l’ existence de beaucoup d’ entre eux , j’ en reconnus d’ autres : par exemple les Brutiens avec six doigts à chaque main , les Fauniens qui naissent des vers qui se forment entre l’ écorce et l’ aubier des arbres , les Sirènes avec leur queue écailleuse , qui séduisent les marins , les Ethiopiens au corps tout noir , qui se défendent des flammes du soleil en	creusant	des cavernes souterraines , les Onacentaures , hommes jusqu’ au nombril et ânes en dessous , les Cyclopes avec un œil unique de la largeur d’ un écu , Scylla avec sa tête et sa poitrine de fille , son ventre de loup et sa queue de dauphin , les hommes velus de l’ Inde qui vivent dans les marais et sur le fleuve Epigmaride , les Cynocéphales , qui ne peuvent dire un mot sans s’ interrompre et aboyer , les Sciapodes , qui courent à folle allure sur leur unique jambe et quand ils veulent se protéger du soleil , s’ allongent et dressent leur grand pied comme une ombrelle , les Astomates de la Grèce , sans bouche , qui respirent par leurs narines et ne vivent que d’ air , les femmes barbues d’ Arménie , les Pygmées , les Epistiges que certains appellent aussi Blemmes , qui naissent sans tête , ont la bouche sur le ventre et les yeux sur les épaules , les femmes monstrueuses de la mer Rouge , de douze pieds de haut , avec des cheveux qui leur arrivent aux talons , une queue bovine au bas du dos et des sabots de chameau , et puis ceux qui ont la plante des pieds dirigée vers l’ arrière , tant et si bien qu’ à les suivre à la trace , on arrive toujours d’ où ils viennent et jamais où ils vont , et encore ceux dont les yeux brillent comme des lampes et les monstres de l’ île de Circé , corps humains et cols des animaux les plus variés …	creusant	manner	Muchos me resultaron irreconocibles , a otros pude identificarlos : por ejemplo , los brutos con seis dedos en las manos ; los faunos que nacen de los gusanos que se forman entre la corteza y la madera de los árboles ; las sirenas con la cola cubierta de escamas , que seducen a los marineros ; los etíopes con el cuerpo todo negro , que se defienden del ardor del sol cavando cavernas subterráneas ; los onocentauros , hombres hasta el ombligo y el resto asnos ; los cíclopes con un solo ojo , grande como un escudo ; Escila con la cabeza y el pecho de muchacha , el vientre de loba y la cola de delfín ; los hombres velludos de la India que viven en los pantanos y en el río Epigmáride ; los cinocéfalos , que no pueden hablar sin interrumpirse a cada momento para ladrar ; los esquípodos , que corren a gran velocidad con su única pierna y que cuando quieren protegerse del sol se echan al suelo y enarbolan su gran pie como una sombrilla ; los astómatas de Grecia , que carecen de boca y respiran por la nariz y sólo se alimentan de aire ; las mujeres barbudas de Armenia ; los pigmeos ; los epístigos , que algunos llaman también pállidos , que nacen sin cabeza y tienen la boca en el vientre y los ojos en los hombros ; las mujeres monstruosas del Mar Rojo , de doce pies de altura , con cabellos que les llegan hasta los talones , una cola bovina al final de la espalda , y pezuñas de camello ; y los que tienen la planta de los pies hacia atrás , de modo que quien sigue sus huellas siempre llega al sitio del que proceden y nunca a aquel hacia el que se dirigen ; y también los hombres con tres cabezas ; los de ojos resplandecientes como lámparas ; y los monstruos de la isla de Circe , con cuerpo de hombre y cerviz de diferentes , y muy variados , animales …	ger	VF.sub.rel	ing.ger	ger	ger	Cvb.ps.impf	VF.sub.adv	-0.37820570258251307	0.08737450267220438
256	fr	Cela ne pouvait être difficile , le gentleman	étant	d' un naturel peu remuant et peu curieux .	être	cause	No podía ser esto difícil , contando con el genio calmoso del gentleman .	part	VF.sub.adv	VF.sub.adv	ger	VF.sub.adv	VF.coord	VF.main	0.2066622731781731	0.14472110861576262
257	de	un homme , au-dessous , dirigeait le travail en	lançant	des indications .	lancer	concom	Un hombre permanecía debajo y dirigía la operación con algunos gritos .	ger	VF.coord	ing.part	prep	prep	prep	Cvb.ps.impf	-0.1426481639925004	-0.17157355347630435
259	de	L’ idée de son procès ne le lâchait plus , il s’ était déjà demandé souvent s’ il ne serait pas bon de préparer un rapport écrit pour sa défense et de l’ envoyer au tribunal : il y aurait exposé brièvement son existence en	expliquant	, à propos de tous les événements un peu importants qui lui étaient arrivés , les motifs qu’ il avait eus d’ agir comme il l’ avait fait , et en jugeant ensuite ces motifs suivant ses opinions présentes ;	expliquer	manner	El proceso ya no abandonaba sus pensamientos . Con frecuencia había considerado la posibilidad de redactar un escrito de defensa y Presentarlo al tribunal . En él incluiría una corta descripción de su vida y aclararía , respecto a cada acontecimiento importante , por qué motivos había actuado así , si esa forma de actuar , según su juicio actual , era reprochable o no , y las justificaciones que se podían aducir en uno u otro caso .	ger	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	NP	0.11541800783292196	-0.49011244595725273
262	fr	Passepartout ,	voulant	avant tout pouvoir respecter son maître , risqua quelques respectueuses observations qui furent mal reçues , et il rompit .	vouloir	cause	Queriendo Picaporte ante todo respetar a su amo , arriesgó algunas observaciones respetuosas que fueron mal recibidas , y rompió .	part	VF.sub.rel	adj	ger	VF.sub.rel	Cvb.ps.impf	Cvb.ps.impf	0.016221811692666992	0.34244570328169854
264	fr	Précisément , à Hong-Kong , résidait un de ses parents , Parsi comme elle , et l' un des principaux négociants de cette ville , qui est absolument anglaise , tout en	occupant	un point de la côte chinoise .	occuper	concess	Precisamente residía en Hong-Kong uno de sus parientes , parsi como ella , y uno de los principales comerciantes de la ciudad , que es completamente inglesa , aun cuando se halla en las costas de China .	ger	VF.sub.adv	VF.sub.adv	VF.sub.adv	VF.sub.adv	part	part	-0.08482675781879122	0.15971844331556223
265	fr	C' était un vaste steamer à roues ,	jaugeant	deux mille cinq cents tonnes , bien aménagé et doué d' une grande vitesse .	jauger	attributive	Era un gran buque de ruedas , de dos mil quinientas toneladas , bien acondicionado y dotado de mucha velocidad .	part	PP	prep	prep	VF.sub.rel	PP	PP	0.28859777638431106	0.34232130371637504
268	de	– Votre portrait ? » demanda -t-elle en ouvrant démesurément la bouche et en	tapant	légèrement sur le bras de K. comme s’ il venait de dire une chose extraordinairement surprenante ou maladroite ;	taper	concom	–¿ Un retrato ? –preguntó ella , abrió desmesuradamente la boca , golpeó ligeramente a K con la mano , como si hubiera dicho algo sorprendente o desacertado , se levantó sin más su faldita y corrió todo lo rápido que pudo detrás de las otras niñas , cuyo griterío se fue perdiendo conforme subían .	ger	VF.coord	ing.part	VF.coord	VF.coord	VF.coord	VF.main	0.1063563341713157	-0.4390871131216214
271	fr	L' agent passa là quelques heures difficiles , tantôt croyant tout perdu , tantôt espérant que Fogg ignorait la situation , enfin ne	sachant	quel parti prendre .	savoir	concom	El agente pasó algunas horas angustiosas , creyéndolo algunas veces todo perdido , esperando otras que Fogg ignoraba la situación , y por último , no sabiendo qué partido tomar .	part	VF.coord	adj	ger	VF.main	VF.sub.compl	VF.coord	0.17371008684631833	-0.03840781175800453
273	fr	Il quittait ce lit d' ivrognes , et trébuchant , s' appuyant aux murailles , tombant et se relevant , mais toujours et irrésistiblement poussé par une sorte d' instinct , il sortait de la tabagie ,	criant	comme dans un rêve :	crier	concom	Bajaba de aquella tarima de ebrios , y apoyándose , vacilante , en las paredes , cayendo y levantándose , pero siempre impelido por una especie de instinto , salía del fumadero gritando como en sueños : ¡ el "" Carnatic "" , el "" Carnatic "" !	part	VF.coord	ing.ger	ger	ger	VF.coord	Cvb.ps.impf	0.015201244512148084	-0.08413888627824076
274	de	En	refermant	la porte d’ entrée elle jeta avec un frisson un châle de soie sur ses frêles épaules .	refermer	sim	Después de cerrar la puerta de entrada se echó , temblorosa , un chal de seda sobre sus esbeltos hombros .	ger	VF.coord	VF.sub.adv	InfP	VF.sub.adv	PP	Cvb.pt.pf	-0.0985314122814833	-0.10993911494294357
275	cs	Tu l' as remercié pour de bon ? dit Paul , en	réprimant	avec peine son rire .	réprimer	concom	¿ De verdad le diste las gracias ? -dijo Paul y apenas podía ya contener la risa .	ger	VF.coord	ing.part	VF.coord	ger	Cvb.ps.impf	Cvb.ps.impf	-0.24408644500066218	-0.22494869900084927
276	cs	J' avais eu l' autorisation de sortir et , comme j' étais triste depuis la dernière permission gaspillée avec Lampadaire ,	évitant	les copains , j' étais parti tout seul .	éviter	concom	Me habían dado permiso y , como el último día libre lo había desperdiciado tristemente con La Farola , evité la compañía de los amigos y me fui solo .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	0.39577247463542625	-0.3589338816787782
277	cs	L' ambassadeur s' assit sur le divan en	joignant	les pieds sous son séant comme il l' avait appris au cours de yoga .	joindre	manner	El embajador se acomodó en su canapé , con las piernas debajo del cuerpo , tal como se lo habían enseñado en los cursos de yoga .	ger	VF.coord	ing.ger	prep	ger	VF.coord	Cvb.pt.pf	-0.13544586614486606	-0.2346601152038101
278	it	— Oh arrogance ! s’ écria Bernard en	frappant	du poing sur la table .	frapper	concom	-¡ Oh , perversidad ! -gritó Bernardo dando un puñetazo sobre la mesa- .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.32267783579150155	-0.10259910652307488
279	cs	J' étais mort , couché sur le pont , et autour de moi je voyais mes quatre épouses accroupies , écrivant tout ce qu' elles savaient de moi , et derrière elles était mon fils qui écrivait aussi , et Gertrude Stein , la vieille sorcière , était là et écrivait , et tous mes amis étaient là et racontaient tous les cancans , toutes les calomnies qu' ils avaient pu entendre à mon sujet , et une centaine de journalistes , micros braqués , se pressaient derrière eux , et dans toutes les universités d' Amérique une armée de professeurs classaient tout cela , l' analysaient , le développaient ,	fabriquant	des milliers d' articles et des centaines de livres . »	fabriquer	result	Estaba tendido en cubierta , muerto , y a mi alrededor veía a mis cuatro mujeres ; estaban sentadas en cuclillas y escribían todo lo que sabían sobre mí y detrás de ellas estaba mi hijo y también escribía , y Gertrude Stein también estaba y escribía y estaban todos mis amigos y contaban en voz alta todas las indiscreciones y difamaciones que alguna vez habían oído contar acerca de mí , y tras ellos se apelotonaba un centenar de periodistas con micrófonos y un ejército de profesores universitarios de toda América lo clasificaba , lo analizaba , lo ampliaba y lo organizaba todo en artículos y libros .	part	VF.coord	ing.part	VF.coord	VF.coord	Cvb.ps.impf	Cvb.ps.impf	0.1449976882986813	-0.1079009126078833
280	cs	Aussi , lorsque nous fûmes assis dans un boqueteau étique , je le rouvris , lui	demandant	:	demander	concom	Y cuando nos sentamos en el bosquecillo raro que está debajo de Petrvald , abrí el libro y le pregunté :	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.40749782825020925	-0.3710798249115472
281	cs	Aussi éprouvait -il pour elle un sentiment d' affectueuse solidarité ,	souffrant	de ses tourments comme s' ils avaient été les siens .	souffrir	cause	Sentía hacia su cuñada una compasiva solidaridad y sus padecimientos amorosos lo hacían sufrir como si le sucedieran a él mismo .	part	VF.coord	VF.main	VF.coord	VF.coord	VF.coord	VF.main	0.4429619111304976	-0.2578938244208364
282	fr	Le Rangoon , l' un des paquebots que la Compagnie péninsulaire et orientale emploie au service des mers de la Chine et du Japon , était un steamer en fer , à hélice ,	jaugeant	brut dix-sept cent soixante-dix tonnes , et d' une force nominale de quatre cents chevaux .	jauger	attributive	El "" Rangoon "" , uno de los buques que la Compañía Peninsular y Oriental emplea para el servicio del mar de China y del Japón , era un vapor de hierro , de hélice , conel aforo en bruto de mil setecientas toneladas , y la fuerza nominal de cuatrocientos caballos .	part	PP	ing.part	PP	VF.sub.rel	PP	PP	0.25852466678432307	0.3554554587323433
283	fr	On voyait ces ruminants - ces buffalos , comme les appellent improprement les Américains - marcher ainsi de leur pas tranquille ,	poussant	parfois des beuglements formidables .	pousser	concom	Aquellos rumiantes , búfalos , como impropiamente los llaman los americanos , marchaban con tranquilo paso , dando a veces formidables mugidos .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.09601697147065023	0.046991902058253376
284	fr	Fix se releva , en assez mauvais état , et ,	regardant	son adversaire , il lui dit froidement :	regarder	sim	Cuando Picaporte acabó , se encontró más tranquilo y como aliviado , Fix se levantó en bastante mal estado , y mirando a su adversario , le dijo con frialdad :	part	VF.coord	ing.part	ger	ger	Cvb.pt.pf	Cvb.pt.pf	0.0387085400112847	0.10099462972609552
285	fr	La haute tour de l' hôtel de ville , où veillent les guetteurs , dominait tout cet ensemble de rues et d' avenues , se	coupant	à angles droits , entre lesquels s' épanouissaient des squares verdoyants , puis une ville chinoise qui semblait avoir été importée du Céleste Empire dans une boîte à joujoux .	se couper	attributive	La elevada torre del Ayuntamiento , donde vigilaban los guardias , dominaba todo aquel conjunto de calles y avenidas cortadas a escuadra , y entre las cuales había plazas con jardines verdosos , y después una ciudad china , que parecía haber sido importada del Celeste Imperio en un joyero .	part	part	VF.sub.rel	part.past	VF.sub.rel	part	part	0.376713013543244	0.3838525693469487
286	cs	D' ailleurs , n'	admettant	pas qu' on le plaignît , Ludvik s' était hâté de détourner la conversation .	admettre	cause	Por lo demás , Ludvik no quería que lo consolásemos y cambió en seguida de tema .	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	adv	0.43768887561470704	-0.27962309532030494
288	cs	À propos du rapport entre idéologie et imagolo-gie , j' ajoute encore ceci : les idéologies étaient comme d' immenses roues , tournant en coulisse et	déclenchant	les guerres , les révolutions , les réformes .	déclencher	attributive	En cuanto a la comparación entre la ideología y la imagología , querría añadir lo siguiente : las ideologías eran como enormes ruedas tras el escenario que daban vueltas y ponían en movimiento las guerras , las revoluciones , las reformas .	part	VF.coord	ing.part	VF.coord	VF.coord	part	VF.sub.rel	0.414132196356184	-0.0449271714798229
289	fr	Puis ,	songeant	à Fix :	songer	sim	Y después , acordándose de Fix , añadía : -En cuanto a ése , espero que ya nos habremos desembarazado de él , y que después de lo que me ha propuesto , no se atreverá a seguirnos sobre el "" Carnatic "" .	part	VF.sub.adv	VF.sub.adv	ger	ger	VF.main	VF.main	0.0027416854062441514	0.21418219973528602
290	fr	Elle parlait l' anglais avec une grande pureté , et le guide n' avait point exagéré en	affirmant	que cette jeune Parsie avait été transformée par l' éducation .	affirmer	manner	Hablaba inglés con suma pureza , y el guía no había exagerado al afirmar que esa joven parsi había sido transformada por la educación .	ger	VF.sub.adv	ing.ger	InfP	ger	Cvb.ps.impf	Cvb.ps.impf	-0.4528973074660372	0.06944666420469887
291	cs	Entre-temps les petits groupes attardés dans le couloir avaient fini d' emplir la salle , prenant les dernières places assises ou	faisant	tapisserie tout autour .	faire	manner	Mientras tanto , los que se habían quedado amontonados en el corredor fueron llenando la sala ; ocuparon las pocas sillas restantes y se arrimaron a las paredes .	part	VF.coord	ing.part	VF.coord	ger	VF.coord	VF.main	0.2187157436556762	-0.156917832536225
293	de	« Non , dit celui qui était près de la fenêtre , en	jetant	son livre sur une petite table et en se levant , vous n’ avez pas le droit de sortir , vous êtes arrêté .	jeter	concom	–No –dijo el hombre de la ventana , arrojó el libro sobre una mesita y se levantó– . No puede irse , usted está detenido .	ger	VF.coord	VF.sub.rel	VF.coord	VF.coord	VF.coord	VF.main	0.13257183536871614	-0.4788659809573581
294	cs	Même en	écartant	tout ce qui relevait du sentiment ( l' admiration qu' il éprouvait pour le journaliste , l' irritation que lui causait son fils ) , il n' était toujours pas certain qu' il aurait dû signer le texte qu' on lui avait présenté .	écarter	concess	Aunque procuraba dejar de lado todo lo que tenía que ver con los sentimientos ( la admiración que sentía por el redactor o la irritación que le producía el hijo ) , no estaba seguro todavía de si debía haber firmado el texto que le presentaron .	ger	VF.sub.adv	InfP	VF.sub.adv	ger	VF.sub.adv	InfP	-0.25816129183764625	0.08359771008223425
295	fr	Le paquebot	faisant	la traversée de Yokohama à San Francisco appartenait à la Compagnie du Pacific Mail steam , et se nommait le General-Grant .	faire	attributive	El vapor que hacía la travesía de Yokohama a San Francisco pertenecía a la compañía del "" Pacific Mail Steam "" , y se llamaba "" General Grant "" .	part	part	VF.sub.rel	VF.sub.rel	VF.sub.rel	part	part	0.39162869651994914	0.40504856290525615
298	fr	Fix s' était trompé comme tout le monde à l' égard de Phileas Fogg , et , en le	filant	, en l' arrêtant , il n' avait fait que son devoir , tandis que lui …	filer	manner	Algunas veces se acordaba de Fix , pero sin encono , porque al fin , equivocado el agente , como todo el mundo , respecto de Phileas Fogg , no había hecho otra cosa que cumplir con su deber siguiéndolo hasta prenderlo , mientras que él …	ger	VF.sub.adv	ing.ger	ger	ger	VF.main	Cvb.ps.impf	-0.39611393141416906	0.0718347880791447
301	it	Mais souvent , une liste de titres dit fort peu , seul le bibliothécaire	sachant	d’ après l’ emplacement du volume , d’ après le degré de son inaccessibilité , quel type de secrets , de vérités ou de mensonges le volume recèle .	savoir	cause	Pero una lista de títulos no suele decir demasiado : sólo el bibliotecario sabe , por la colocación del volumen , por su grado de inaccesibilidad , qué tipo de secretos , de verdades o de mentiras encierra cada libro .	part	VF.coord	VF.main	VF.coord	VF.coord	VF.coord	part	0.4407304451411674	-0.1950818204181208
302	cs	« Une femme plus âgée » , avait -il envie de clamer en	levant	de nouveau son verre , « c' est une améthyste dans la vie d' un homme ! »	lever	concom	«Una mujer mayor que nosotros es una joya en la vida de los hombres» , tenía ganas de exclamar y volver a levantar la copa .	ger	VF.coord	ing.part	VF.coord	ger	Cvb.ps.impf	Cvb.ps.impf	-0.2440864450006622	-0.2249486990008493
305	ru	NA	Suffoquant	dans cette atmosphère sans vie , Marguerite , sautant par-dessus les mottes de terre et les touffes d’ herbe , courait vers lui - quand elle s’ éveilla .	suffoquer	cause	Ahogándose en aquel aire inhabitable , Margarita corría hacia él por la tierra desigual , cuando se despertó .	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.ps.impf	-0.07528695500405728	0.13985588036874932
307	fr	Phileas Fogg apaisa sa fureur en lui	jetant	une poignée de bank-notes .	jeter	manner	Phileas Fogg apaciguó su furor echándole un puñado de billetes de banco , y a las seis y media , en el momento en que iba a partir , míster Fogg y mistress Aouda ponían el pie en el vapor americano , seguidos de Picaporte , con las alas a la espalda y llevando en el rostro la nariz de seis pies , que todavía no había podido quitarse .	ger	VF.sub.compl	ing.ger	ger	ger	prep	Cvb.pt.pf	-0.3167205249297844	0.03567693086365533
308	de	K. répondit , en lui	montrant	la porte derrière laquelle les fillettes chuchotaient :	montrer	manner	–Pintor Titorelli . K señaló la puerta , detrás de la cual se oía a las niñas susurrar , y dijo :	ger	VF.coord	VF.coord	VF.main	VF.main	VF.coord	VF.main	0.07973077347898286	-0.377089788008311
309	cs	Puis elle demanda , en	observant	la photo en couleurs qui ornait la couverture du livre :	observer	concom	Miró el recuadro en colores que adornaba la portada del libro y dijo :	ger	VF.coord	VF.coord	VF.coord	VF.coord	Cvb.ps.impf	VF.main	-0.008694983346702012	-0.45339684412356457
314	cs	La place franchie , je repassai à proximité du salon de coiffure , j' y glissai un nouveau regard à travers les vitres ( quoique sachant Lucie absente , elle serait là seulement l' après-midi ) ; puis je flânais du côté de la gare routière et me représentais Helena : son visage sous un fond de teint hâlé , sa chevelure rousse , décolorée à l' évidence , sa ligne , loin d' être svelte mais	gardant	néanmoins l' élémentaire rapport de proportions qui permet de percevoir une femme comme femme , je me représentais tout ce qui la situait à l' excitante frontière du dégoûtant et de l' attirant , sa voix , plus ample qu' il n' était agréable , et sa mimique excessive qui trahissait malgré elle l' impatiente ambition de plaire encore .	garder	concess	Atravesé la plaza , pasé otra vez junto a la peluquería , volví a echar un vistazo a través del escaparate ( a pesar de que sabía que Lucie no podía estar , que estaría por la tarde ) y luego ya me dediqué exclusivamente a dar vueltas por la estación de autobuses , imaginándome a Helena : su cara oculta tras una capa de polvo color tostado , su pelo rojizo , evidentemente teñido , su figura , ni mucho menos delgada , pero que aún conserva las proporciones básicas necesarias para que a una mujer la veamos como mujer ; me imaginaba todo lo que la sitúa en la provocativa frontera entre lo desagradable y lo atractivo , también su voz , más elevada de lo que resulta grato , y también su gesticulación , que por lo exagerada revela sin querer el impaciente deseo de seguir gustando .	part	part	ing.part	VF.sub.rel	VF.sub.rel	VF.sub.rel	part	0.2911256176182652	0.3568010069721055
316	cs	NA	Ébauchant	un haussement d' épaules , elle répondit :	ébaucher	sim	» Encogió los hombros y dijo :	part	VF.coord	VF.coord	VF.coord	VF.coord	VF.coord	VF.main	0.4402917289388017	-0.32130075144265935
317	cs	La conversation les ayant tout de suite intronisés tous deux comme thème principal , il n' était rien de plus facile que de compléter les mots par des attouchements , et Tomas , tout en	parlant	de ses yeux qu' elle plissait , les lui caressait .	parler	concom	Y ya que él y ella eran desde el comienzo el tema principal de la conversación , nada más fácil que completar las palabras con roces y Tomás , al hablar de sus ojos entornados , se los acarició .	ger	VF.sub.adv	VF.sub.adv	InfP	InfP	Cvb.ps.impf	Cvb.ps.impf	-0.3607634879951549	-0.0019267044062494074
318	it	Quelquefois , comme il advint à l’ abbaye , il déambulait toute la journée dans le potager , examinant les plantes comme si c’ étaient des chrysoprases ou des émeraudes , et je le vis rôder dans la crypte du trésor en	regardant	un écrin constellé d’ émeraudes et de chrysoprases comme si c’ était un buisson de stramoine .	regarder	concom	A veces , como sucedió en la abadía , pasaba todo el día moviéndose por el huerto , examinando las plantas como si fuesen crisopacios o esmeraldas , y también lo vi recorrer la cripta del tesoro y observar un cofre cuajado de esmeraldas y crisopacios como si fuese una mata de estramonio .	ger	VF.coord	ing.part	VF.coord	ger	Cvb.ps.impf	Cvb.ps.impf	-0.24408644500066223	-0.2249486990008493
320	de	plus tard , en	devenant	vieux , il ne fait plus que grommeler .	devenir	sim	Los primeros años maldijo la desgraciada casualidad , más tarde , ya envejecido , sólo murmuraba para sí .	ger	VF.sub.adv	VF.sub.adv	part.past	VF.sub.adv	VF.sub.adv	VF.sub.adv	-0.1510508431190224	0.08402844744193003
321	de	– Difficilement ? demanda le peintre en	lançant	une main en l’ air .	lancer	concom	–¿ Difícil ? –preguntó el pintor , y elevó una mano– .	ger	VF.coord	ing.part	VF.coord	ger	VF.coord	Cvb.ps.impf	-0.10987385865177945	-0.3194444982201645
322	cs	On peut en conclure , bien sûr ( et il en était conscient ) , que sa passion pour le dessin et la peinture était moins intense qu' il ne l' avait cru : il s' était trompé , au lycée , en s'	attribuant	une vocation d' artiste .	s'attribuer	manner	Claro que de eso se desprendía ( y él era plenamente consciente de ello ) que su pasión por el dibujo y la pintura era más débil de lo que pensaba y que por lo tanto no estaba predestinado a la carrera de artista , tal como suponía cuando estudiaba el bachillerato .	ger	VF.sub.adv	VF.sub.rel	VF.coord	VF.coord	Cvb.ps.impf	VF.sub.adv	-0.13733410068499072	-0.15470792666394884
324	cs	J' avais pris le tortillard , un vieux tramway à voie étroite	reliant	entre eux les lointains quartiers d' Ostrava , et je m' étais laissé emporter au hasard .	relier	attributive	Me senté en un viejo tranvía de vía estrecha que conectaba los barrios alejados de Ostrava y dejé que me llevara .	part	part	VF.sub.rel	VF.sub.rel	ger	part	part	0.23415274399688996	0.3838843762061262
325	cs	Oui , c' était sans doute cette lenteur singulière de Lucie qui m' avait tellement envoûté , lenteur	irradiant	le sentiment résigné qu' il n' y avait pas de but valant qu' on s' y précipitât , et qu' il était inutile de tendre des mains impatientes vers quelque chose .	irradier	attributive	Sí , ya lo intuyo , fue precisamente la particular lentitud de Lucie lo que me atrajo tanto , una lentitud de la que parecía irradiar la resignada convicción de que no hay adonde ir tan de prisa y de que es inútil extender las impacientes manos hacia algo .	part	VF.sub.rel	ing.part	VF.sub.rel	VF.sub.rel	VF.sub.rel	VF.sub.rel	0.3266205221513556	0.3884626478003228
326	it	Partant , il avait résolu de laisser les choses telles quelles , en	attendant	que quelqu’un découvrît le corps au petit matin , après l’ ouverture des portes .	attendre	sim	De modo que había decidido dejar las cosas tal como estaban , esperando que alguien descubriera el cuerpo a la mañana siguiente , cuando se abriesen las puertas .	ger	VF.coord	ing.part	ger	ger	Cvb.ps.impf	VF.main	-0.24383052832836477	-0.09054710545795835
327	fr	Ces quais , montant et	descendant	avec la marée , facilitent le chargement et le déchargement des navires .	descendre	attributive	Esos muelles , que suben y bajan con la marea , facilitan la carga y descarga de los buques .	part	VF.coord	ing.part	VF.sub.rel	ger	part	part	0.2307905550529692	0.2175233235044399
329	fr	Enfin il s' arrêta , et Mudge ,	montrant	un amas de toits blancs de neige , disait :	montrer	concom	Por último , se paró , y Mudge , enseñando una aglomeración de tejados blancos decía :	part	VF.coord	ing.part	ger	ger	Cvb.ps.impf	Cvb.pt.pf	-0.05318310753827262	0.040360800163229134
330	cs	Puis il ajouta en	plaisantant	qu' Helena ne s' intéressait pas aux minets , qu' elle était une femme vertueuse mais qu' un gamin comme ça , moins il a de succès , plus il devient enragé et il a sûrement le poing rapide .	plaisanter	concom	Y luego añadió en broma que claro que a Helena no le gustan los chiquillos , que es una señora decente , pero que estos muchachos cuanto menos éxito tienen más peligrosos son y que éste seguro que es peleón .	ger	adv	adv	PP	adv	adv	VF.main	-0.08295972992766269	-0.15980622586544116
331	cs	Agnès soustrait de son moi tout ce qui est extérieur et emprunté , pour se rapprocher ainsi de sa pure essence ( en	courant	le risque d' aboutir à zéro , par ces soustractions successives ) .	courir	concess	Agnes le resta a su yo todo lo que es externo y prestado , para aproximarse así a su pura esencia ( el riesgo consiste en que al final de cada resta acecha el cero ) .	ger	prep	prep	VF.main	ger	Cvb.ps.impf	prep	-0.3108038080838697	0.048384527735647664
